product_id,Material_Type,Eco_Friendly_Manufacturing,Carbon_Footprint_MT,Water_Usage_Liters,Waste_Production_KG,Recycling_Programs,Certifications,Sustainability_Rating
1033,5,0,240.06,3949294.13,81570.7,1,2,2
1034,1,0,151.35,3740249.16,55536.31,1,1,1
1035,3,0,297.51,2127201.33,91037.39,1,3,3
1036,3,0,477.74,3921591.3,64585.84,1,2,1
1037,4,0,65.66,3796776.68,20948.37,1,1,1
1038,4,0,113.34,4659780.29,97570.4,0,1,1
1039,2,1,188.39,1759224.06,11719.43,0,2,1
1040,4,0,82.31,847871.14,68304.38,1,0,3
1041,0,1,172.83,1146758.38,20098.97,0,0,2
1042,3,0,16.94,2485640.47,63404.4,1,2,4
1043,5,1,420.82,2649574.28,41455.78,1,3,3
1044,2,1,73.49,4979912.13,74236.71,1,2,3
1045,3,0,183.27,4563786.01,66615.72,1,2,3
1046,5,1,212.94,4404701.13,63213.47,0,1,4
1047,2,0,209.7,1883977.76,94213.77,1,3,2
1048,3,1,293.7,4116454.21,30749.19,0,0,2
1049,0,1,311.1,2896183.55,51304.13,1,2,1
1050,1,0,10.98,3371284.51,82133.72,1,3,2
1051,5,0,466.24,3661980.0,49120.1,0,1,3
1052,3,0,206.31,2155760.82,84742.74,1,0,3
1053,4,0,35.87,4758985.17,96810.01,0,1,4
1054,3,0,138.52,2544743.81,68688.49,1,3,1
1055,2,0,2.31,4552174.61,4651.96,1,1,3
1056,5,1,433.13,1648203.49,74810.98,1,2,4
1057,2,1,176.83,1647820.67,71174.89,0,0,1
1058,4,1,326.16,1018168.86,4640.78,1,0,2
1059,1,0,402.58,2305972.54,26035.17,1,0,2
1060,3,1,469.16,3490226.64,28476.44,0,0,4
1061,0,0,305.6,4273675.48,39776.71,0,1,4
1062,2,1,368.07,4096853.58,69665.93,1,1,4
1063,2,1,246.45,4173568.01,51828.65,0,2,2
1064,0,0,284.19,2523053.49,7592.29,1,0,1
1065,4,0,230.52,4826535.28,3210.33,1,1,1
1066,2,0,405.3,1621712.97,67086.51,1,0,1
1067,4,0,422.76,409423.4,3001.39,0,1,4
1068,1,0,499.38,2164720.77,45095.57,0,0,2
1069,5,0,380.86,244930.59,68333.91,1,2,1
1070,2,1,120.62,4157679.23,71505.75,1,0,2
1071,4,1,47.49,442973.53,58982.34,0,1,1
1072,4,0,223.07,3578307.37,29470.55,1,0,1
1073,0,1,163.72,1398009.4,97901.92,1,3,3
1074,3,0,491.86,3863850.38,17838.77,0,0,3
1075,3,1,268.8,64512.15,13396.35,1,3,4
1076,3,1,375.11,3765244.15,13146.7,1,1,1
1077,3,1,270.56,148973.5,43087.88,0,3,2
1078,5,0,1.32,2671855.8,36574.78,1,0,1
1079,2,0,356.29,695416.1,72387.55,1,2,2
1080,3,1,384.24,2132325.47,33171.29,1,3,4
1081,5,1,147.84,1566995.74,9216.51,0,3,3
1082,4,0,173.57,910971.72,44075.67,1,0,4
1083,1,0,436.71,890021.7,13139.86,0,1,3
1084,3,0,34.46,4362351.04,65150.58,0,1,3
1085,4,1,48.55,3875908.3,91862.09,1,1,3
1086,0,1,372.15,857227.06,5099.14,1,3,4
1087,4,1,2.08,4119156.1,5954.71,1,1,1
1088,3,1,56.49,2424253.65,13691.3,1,1,2
1089,2,0,440.97,1810229.6,12946.09,0,1,3
1090,4,1,197.61,4222539.56,12456.07,1,0,1
1091,3,0,61.02,1562192.37,49575.82,1,3,4
1092,2,1,276.23,3103506.95,23586.2,1,1,3
1093,1,1,242.75,507983.08,16210.42,0,3,1
1094,5,0,75.3,1407294.33,22737.95,0,1,3
1095,3,1,327.27,1654187.42,49264.11,0,3,3
1096,4,0,22.61,2231549.72,79900.53,0,2,1
1097,1,0,131.66,1421838.31,47226.5,1,1,2
1098,0,1,255.96,716626.52,61218.94,0,3,3
1099,0,1,443.78,3536631.53,94537.89,0,1,4
1100,3,0,149.31,2958053.67,20131.51,0,1,3
1101,0,1,229.1,4048764.0,34518.5,0,1,4
1102,1,0,331.84,1335140.46,19592.52,0,1,1
1103,2,1,104.44,3884151.99,73718.03,0,0,1
1104,1,0,11.37,449487.63,11952.44,1,3,1
1105,5,1,427.32,649273.84,85253.72,0,1,2
1106,0,1,34.0,3038969.93,67620.53,0,2,2
1107,0,1,101.7,3867211.13,8983.1,1,0,4
1108,4,1,474.3,2342729.44,15387.73,0,0,2
1109,1,1,275.86,3901713.9,72039.79,1,0,1
1110,3,1,240.61,489012.63,69673.93,0,0,3
1111,4,1,226.26,873414.39,85351.02,0,2,1
1112,3,1,141.0,4794130.52,51403.38,1,0,3
1113,0,1,239.81,4497345.48,18838.26,0,2,4
1114,2,0,401.75,3708925.93,77049.79,1,2,1
1115,2,0,298.66,4871729.57,81156.98,0,2,4
1116,5,1,257.58,3401994.22,98470.35,0,3,2
1117,2,0,70.38,3441894.61,6661.2,1,0,3
1118,0,1,403.82,3990415.39,83160.92,0,2,3
1119,5,1,254.06,1779371.25,58442.89,1,1,1
1120,0,0,249.43,4436502.39,22901.91,1,0,4
1121,2,1,93.92,553626.96,30483.11,1,2,1
1122,4,0,2.09,4140297.31,2653.63,1,2,2
1123,1,1,295.05,4951292.42,46415.02,1,1,4
1124,1,1,475.67,879409.31,9832.54,1,0,2
1125,3,1,309.44,4837962.72,50656.79,1,0,4
1126,4,0,243.49,1205007.12,47283.97,0,1,1
1127,3,1,337.22,2734138.8,49031.67,0,2,2
1128,3,1,410.87,4714614.16,81686.33,1,3,4
1129,4,0,437.44,3294411.89,18762.47,1,2,3
1130,3,0,169.51,4277421.41,40737.58,0,1,2
1131,2,1,454.98,2877156.33,84619.22,0,1,4
1132,4,1,438.2,1640503.89,16901.31,1,1,3
1133,5,0,227.45,2830137.04,23283.46,1,2,2
1134,3,0,137.32,1336732.12,20487.79,1,1,4
1135,0,0,252.61,2219772.38,43439.19,0,1,1
1136,5,1,456.36,2241925.9,36720.78,0,1,2
1137,1,1,89.49,3943136.55,45843.46,1,3,3
1138,0,1,335.07,2687365.2,55588.32,1,1,3
1139,2,1,241.89,3817345.3,73746.12,0,0,2
1140,0,1,240.53,3424866.92,69808.23,1,2,2
1141,2,1,69.09,2361947.01,73428.11,1,2,4
1142,2,1,101.14,1556207.69,3900.42,1,2,4
1143,1,1,314.91,2509925.72,32984.71,0,2,2
1144,0,0,394.24,1259652.86,64135.44,0,0,3
1145,2,1,263.88,931909.22,32911.35,1,1,2
1146,5,0,415.12,1671985.5,25030.57,1,1,4
1147,4,0,86.76,1270531.85,70814.21,0,2,1
1148,0,1,220.48,1044991.25,8623.72,0,2,1
1149,4,1,136.91,3888055.87,3032.46,0,3,4
1150,5,0,209.0,3646652.07,82219.63,0,3,3
1151,5,1,415.02,830637.89,90665.85,0,3,4
1152,0,0,466.36,3559480.47,90257.1,1,3,1
1153,4,1,137.24,572887.28,78967.89,0,1,4
1154,4,0,455.88,864963.47,15615.54,0,0,4
1155,2,0,22.77,3561980.94,45195.65,0,1,3
1156,0,1,294.59,4552554.79,95049.34,1,2,3
1157,1,0,267.89,4689697.42,47778.94,0,0,1
1158,4,0,58.96,3617138.29,52382.27,0,1,4
1159,2,1,1.51,1341181.14,94657.56,0,2,3
1160,5,0,110.16,77904.75,35715.12,1,0,2
1161,3,1,305.63,4613075.3,80981.01,0,2,3
1162,4,1,282.79,1364305.06,1078.55,0,2,1
1163,4,0,330.5,1639156.03,99167.87,0,3,4
1164,3,1,263.44,2249556.43,70086.03,0,3,1
1165,3,0,434.54,789831.43,9604.54,1,2,1
1166,4,1,415.09,2981778.51,50478.01,0,0,1
1167,3,1,472.6,368292.06,74146.16,1,1,2
1168,5,0,396.22,1779542.67,59861.35,0,1,4
1169,5,1,168.5,2944182.43,21961.74,0,0,1
1170,2,1,124.63,1110337.64,64829.33,0,2,2
1171,5,1,476.38,3743014.43,45121.18,0,0,4
1172,2,0,251.77,1370203.56,45220.54,0,2,2
1173,0,0,219.17,4694597.35,75262.58,0,3,2
1174,3,1,179.35,3112241.71,14131.4,0,2,3
1175,2,0,195.62,4775937.86,68875.21,0,2,1
1176,4,1,262.27,4582253.84,66591.55,0,1,3
1177,2,0,210.33,114705.01,58293.14,1,0,3
1178,5,1,294.58,2117845.27,69868.49,1,2,2
1179,1,0,247.34,638211.49,84699.33,0,0,3
1180,2,1,418.56,4955522.74,32268.25,0,3,3
1181,1,0,126.42,778774.27,72235.79,0,3,2
1182,1,0,206.22,1687679.88,92959.52,1,3,1
1183,4,0,69.28,1569749.66,59681.14,0,0,3
1184,4,1,456.37,4675196.85,12567.31,0,1,2
1185,4,0,114.87,120094.41,30046.81,0,1,1
1186,3,0,334.34,779339.77,80780.56,1,1,2
1187,4,1,410.47,2895330.84,55838.88,0,0,4
1188,5,0,462.88,3701243.53,47778.52,1,1,4
1189,2,1,222.64,1523472.15,26949.84,0,0,4
1190,2,1,48.95,1478004.86,48696.44,1,2,2
1191,5,1,49.15,1706923.51,69827.74,0,2,1
1192,4,0,401.73,2563172.4,59677.92,1,1,3
1193,1,0,362.79,3334659.34,62705.11,1,2,1
1194,3,1,448.83,3628167.38,10442.57,0,0,1
1195,1,0,451.82,527820.91,63993.46,1,3,4
1196,5,1,294.18,1830841.39,96540.77,1,3,4
1197,0,1,324.88,3000282.63,2009.64,0,3,3
1198,2,0,474.12,99337.22,39786.74,1,3,2
1199,2,1,463.73,1211181.32,26578.07,1,3,2
1200,3,1,196.02,2694995.82,35088.46,0,3,3
1201,0,0,109.07,102449.89,81474.09,1,3,3
1202,5,1,419.67,1027426.31,5197.45,1,2,2
1203,3,1,434.59,984669.0,19113.17,0,3,1
1204,3,1,410.58,2176311.06,79257.71,0,1,1
1205,0,0,178.74,156053.27,1954.92,0,1,4
1206,2,1,283.21,3877946.89,81550.67,0,0,3
1207,2,1,317.16,1639000.99,22551.58,0,0,3
1208,4,0,2.6,4738063.56,1883.02,0,3,3
1209,1,1,418.67,2305670.9,83085.42,0,0,3
1210,2,1,40.57,1892511.24,7060.52,0,0,1
1211,3,0,425.52,1209969.82,89776.11,0,1,1
1212,3,1,481.62,2517976.37,71359.65,0,2,4
1213,0,0,386.15,1140265.19,25713.35,1,3,4
1214,3,1,76.52,475444.45,85252.53,0,0,1
1215,3,1,296.71,2309083.83,1254.44,0,1,3
1216,1,0,416.03,1326655.19,66949.87,0,3,1
1217,2,1,292.53,3421598.96,32284.44,0,1,4
1218,4,0,390.44,2745393.53,72342.79,0,1,2
1219,0,0,217.84,4721838.24,95249.54,1,0,2
1220,2,0,407.32,4227918.62,5100.69,0,0,3
1221,2,0,8.74,3154014.39,22503.48,1,2,3
1222,2,0,31.1,3044748.75,25458.8,0,1,3
1223,3,1,335.18,3354526.31,73303.33,0,1,1
1224,0,0,292.35,2968125.06,58130.34,0,1,4
1225,0,1,308.66,2327005.37,51931.98,0,0,4
1226,5,0,47.27,1461530.72,56640.67,1,3,1
1227,4,1,378.53,3391057.16,37427.95,1,3,2
1228,0,0,473.0,702558.5,24144.85,1,0,2
1229,5,1,239.38,3923165.51,91003.42,0,1,1
1230,0,0,185.95,2014467.61,76938.13,0,1,3
1231,0,1,42.48,4866334.59,32313.41,1,0,2
1232,1,1,18.17,4687639.25,33327.49,0,3,3
1233,1,0,14.96,2747754.46,76222.61,0,2,2
1234,5,1,360.68,396802.51,64836.29,1,0,3
1235,4,1,349.76,4923010.75,6242.48,1,3,3
1236,0,0,442.43,321662.08,91750.19,0,1,2
1237,0,0,172.65,2753335.71,17563.63,0,1,4
1238,3,0,382.54,4832096.67,61479.81,1,1,2
1239,2,0,236.28,849169.66,32590.84,0,3,3
1240,2,1,399.18,4820558.13,5073.08,1,3,1
1241,4,0,161.78,2944510.86,14968.6,1,0,4
1242,1,0,471.31,3076397.32,18389.46,1,2,4
1243,0,0,329.77,213015.57,23176.69,1,3,4
1244,3,0,308.52,4592356.44,18671.28,1,3,4
1245,1,0,332.42,2922658.85,48518.84,1,2,2
1246,1,0,442.07,2987909.88,39383.42,0,2,1
1247,3,0,482.99,2570032.49,80816.77,1,0,4
1248,0,1,261.33,2970678.39,29852.18,0,1,1
1249,2,1,218.49,581842.78,60434.31,1,2,2
1250,5,0,115.8,3724933.9,64949.45,0,2,3
1251,0,1,458.9,3300346.71,6869.23,1,2,1
1252,1,1,120.99,2538392.36,86570.07,0,2,2
1253,4,0,262.98,606756.52,96089.04,0,3,3
1254,2,1,412.27,1320311.05,27607.47,0,3,2
1255,5,0,55.97,2928250.22,50759.08,0,2,2
1256,5,0,474.54,908742.62,49212.06,0,3,3
1257,1,0,269.15,1809793.05,41021.0,0,0,4
1258,3,0,454.63,288504.22,17487.03,1,1,4
1259,3,0,227.61,3701057.21,24856.04,0,1,4
1260,3,0,184.98,3755860.58,59876.85,1,1,1
1261,3,1,61.74,292051.34,12358.51,1,3,3
1262,3,1,21.9,560535.45,79356.97,1,2,3
1263,5,0,397.52,1971072.37,89698.1,1,2,4
1264,1,0,274.51,2136293.68,15314.4,1,0,2
1265,4,0,263.33,426792.39,68954.21,0,3,3
1266,2,1,1.96,386433.72,69322.79,0,0,4
1267,1,0,223.91,1623362.63,20748.05,0,1,4
1268,5,1,21.83,2406491.41,84757.16,1,2,2
1269,5,0,448.69,3994682.68,1451.18,1,1,4
1270,2,0,440.92,2486904.74,59787.36,1,3,3
1271,4,1,74.01,4562674.64,24136.88,0,2,4
1272,0,1,477.93,3946886.53,60271.64,1,3,2
1273,0,1,294.25,3343129.6,31257.86,1,0,3
1274,0,0,15.66,1241123.76,41449.63,1,3,1
1275,0,0,217.6,1177582.9,46326.37,1,0,1
1276,4,1,55.65,239950.07,95882.35,1,2,2
1277,1,1,95.45,3870768.06,99947.85,0,3,1
1278,4,1,442.28,798605.46,67509.8,1,0,2
1279,4,1,250.79,2088462.12,18475.41,0,2,4
1280,3,0,474.54,861661.04,46559.31,0,2,3
1281,3,1,419.43,4245253.25,98293.52,0,3,2
1282,1,1,6.54,3370926.55,86608.61,0,0,2
1283,2,1,339.13,3385389.23,11648.67,0,0,4
1284,1,1,164.75,260335.81,11543.62,0,0,4
1285,2,1,374.35,333217.47,79683.38,0,0,3
1286,0,1,474.95,2871380.04,19705.94,1,1,1
1287,4,1,45.89,1148933.29,54018.31,1,1,3
1288,0,1,36.25,3746140.75,28678.34,0,1,1
1289,5,0,460.05,957216.49,73068.89,0,1,4
1290,1,1,95.31,2593087.23,12596.07,1,2,4
1291,0,1,379.43,4355316.85,14083.68,1,0,3
1292,3,1,466.27,266779.15,19923.58,1,1,3
1293,3,0,416.75,1644365.03,29097.83,1,0,1
1294,1,0,267.24,4847632.25,79717.17,0,2,3
1295,5,1,225.82,132070.68,77938.53,1,2,2
1296,1,1,266.97,3040420.64,99013.32,1,0,1
1297,4,0,153.77,185733.92,29719.37,1,0,2
1298,2,1,278.0,3976746.56,84699.78,0,2,3
1299,1,0,271.96,3702495.94,59774.07,1,1,4
1300,2,0,422.91,4068871.58,92722.48,0,1,2
1301,3,1,494.96,4935475.14,76045.42,0,2,4
1302,0,0,296.04,863098.68,66905.47,1,0,2
1303,5,1,207.09,3366107.47,18928.0,1,2,2
1304,0,1,395.37,2239742.74,69703.1,1,2,3
1305,2,1,295.51,4639247.91,41800.24,1,2,2
1306,2,0,438.6,2348090.45,44459.39,1,2,4
1307,4,1,395.14,1953383.36,45346.19,0,2,1
1308,4,1,22.42,3306674.24,78630.05,0,2,4
1309,3,0,111.36,4868840.4,95329.54,1,2,4
1310,2,0,9.19,2109390.57,41969.41,0,0,4
1311,5,1,121.31,3237162.82,33677.08,0,0,3
1312,1,0,121.36,1822903.98,51819.6,1,2,3
1313,1,1,315.6,3584746.9,65869.68,0,0,3
1314,4,1,103.58,1553092.74,12032.74,1,3,3
1315,5,1,83.84,3931208.78,62225.39,1,3,3
1316,1,0,337.16,3158449.54,52094.44,1,3,3
1317,3,1,148.43,1802762.49,85782.43,0,3,1
1318,2,0,257.2,3305175.76,31331.48,0,2,4
1319,2,1,164.91,1287670.67,97598.44,1,2,3
1320,0,1,487.94,813745.49,11901.57,1,0,3
1321,2,1,336.5,331063.97,90476.0,0,3,3
1322,1,0,389.33,4262374.33,7206.77,0,0,3
1323,4,0,315.63,3441719.82,76421.66,0,0,2
1324,5,0,45.91,263360.47,17882.81,0,2,3
1325,1,0,310.44,773118.71,15634.18,0,3,2
1326,3,1,303.26,4954890.18,95519.9,0,2,2
1327,5,1,458.96,3532270.64,96921.68,0,1,1
1328,0,1,421.65,1950394.88,80965.5,1,2,3
1329,1,1,404.0,4109550.39,28496.3,0,2,3
1330,1,0,38.13,1508123.36,15204.31,0,2,1
1331,3,0,403.61,1251385.12,56431.27,1,3,2
1332,3,0,309.32,887638.12,98000.85,1,2,4
1333,1,0,483.94,1755333.74,8077.13,0,3,1
1334,5,1,161.8,4656998.88,59144.48,1,2,3
1335,1,1,103.22,3341639.07,2136.68,1,2,3
1336,4,0,127.34,1421127.86,27495.38,1,1,2
1337,0,1,493.05,298507.92,96797.99,0,3,4
1338,0,1,470.73,4736744.34,18369.27,0,2,3
1339,1,0,459.11,2891196.9,56277.09,1,0,1
1340,2,1,59.73,760941.51,74308.2,1,2,1
1341,5,1,38.89,1794105.71,15875.55,1,2,2
1342,4,1,159.14,1809238.87,67365.62,0,2,3
1343,2,0,273.51,111692.73,24256.25,0,3,1
1344,1,1,264.89,2640191.17,2539.89,1,3,4
1345,0,1,413.45,1886733.6,2452.77,0,2,1
1346,3,0,467.89,1859125.22,38272.33,1,0,4
1347,4,1,316.74,4271386.94,36453.73,0,1,3
1348,3,0,67.16,4491251.51,20993.95,1,0,4
1349,0,1,20.85,3259198.73,66610.32,1,3,4
1350,1,1,351.74,748946.58,7933.61,1,1,2
1351,5,0,14.93,1165610.18,79340.39,0,3,2
1352,0,1,78.96,3394838.68,94010.74,1,3,2
1353,3,1,236.75,894557.01,24889.67,1,1,4
1354,3,1,174.71,769714.82,1425.35,0,1,4
1355,5,1,227.74,3978273.92,83793.11,0,2,4
1356,2,0,185.34,4024600.53,8083.1,1,0,2
1357,5,0,98.38,740101.96,53177.71,1,2,3
1358,0,0,236.42,3087321.78,74556.23,0,1,4
1359,1,0,127.69,376495.12,99228.08,1,1,2
1360,0,0,473.41,2891984.88,47800.61,1,2,3
1361,1,0,88.45,4669783.22,73181.3,1,2,3
1362,0,1,495.82,52687.08,27557.4,1,2,3
1363,5,0,407.8,758027.64,17146.23,1,2,2
1364,4,0,9.98,583022.35,52440.24,1,1,2
1365,2,0,40.81,1945483.36,30898.69,0,1,3
1366,4,0,327.21,2730592.29,38003.23,0,3,4
1367,4,0,61.2,693745.82,40785.65,1,1,1
1368,2,0,331.86,1285974.7,54249.71,0,1,3
1369,0,0,108.47,741106.23,13690.48,1,3,2
1370,1,1,498.94,1507476.48,34479.05,0,0,3
1371,4,1,243.6,4856827.29,50863.98,0,1,1
1372,5,1,464.6,3045653.31,54283.8,0,0,3
1373,0,0,297.2,1549700.63,42283.88,1,0,4
1374,0,1,33.21,2771431.27,6165.47,1,0,3
1375,5,0,209.87,3699317.64,68981.36,0,2,4
1376,0,1,251.84,2570270.5,70434.79,0,0,2
1377,5,1,78.79,3513346.62,6899.83,1,2,3
1378,2,1,266.69,1325571.78,79965.04,1,3,4
1379,4,0,477.41,1608740.66,62201.93,1,1,2
1380,2,1,245.81,1753137.32,93828.01,1,1,3
1381,1,1,274.83,4447157.5,50730.62,0,3,1
1382,4,0,69.48,197604.46,21489.05,0,2,2
1383,1,1,369.88,863411.54,89972.43,1,2,3
1384,5,0,26.61,4792143.85,58831.44,0,2,4
1385,4,0,54.78,986680.54,1158.96,1,3,1
1386,3,1,391.29,4365243.76,12482.77,0,3,2
1387,3,1,251.46,2193889.24,35664.11,0,1,4
1388,3,1,277.11,3023687.5,10916.38,1,2,1
1389,2,1,396.02,3463617.78,66646.61,1,1,4
1390,0,1,65.81,4386753.88,28554.48,1,0,3
1391,0,0,149.95,2035063.88,26055.95,0,0,4
1392,4,1,389.5,2655136.03,29276.5,1,3,4
1393,3,1,2.39,1883166.6,92062.11,0,0,2
1394,3,0,47.41,3241626.65,52041.63,1,3,2
1395,4,1,487.57,295789.84,94928.12,1,0,3
1396,5,1,444.51,3954041.25,82524.0,0,0,3
1397,1,1,300.84,3802038.08,12223.05,1,1,2
1398,5,0,237.73,4577577.64,94789.64,1,3,3
1399,0,1,361.48,4429759.87,99020.63,1,1,4
1400,2,0,116.35,4032988.9,78973.2,1,0,4
1401,5,0,97.61,89708.87,76067.83,1,0,1
1402,1,0,451.84,1581869.49,53530.4,0,3,2
1403,0,0,173.99,3638666.17,59289.0,1,2,3
1404,5,0,110.63,2402359.21,23887.07,1,3,4
1405,0,0,326.03,3701818.85,18477.28,0,1,3
1406,1,0,446.73,1847084.46,75099.14,0,3,2
1407,2,1,202.62,428003.19,54332.45,0,2,2
1408,0,0,224.65,1548021.8,37182.57,0,1,1
1409,2,1,284.71,948745.99,41888.94,0,0,2
1410,0,1,204.15,1677531.62,61245.64,0,3,1
1411,1,0,30.99,1746563.82,82937.41,0,2,1
1412,0,1,477.2,2069198.84,70821.86,0,1,2
1413,2,0,311.27,3893515.54,57723.67,0,2,1
1414,2,0,197.6,1363309.67,98682.28,1,1,3
1415,1,0,61.13,1302617.84,78417.07,1,3,2
1416,5,1,281.79,505522.0,98565.88,1,3,2
1417,1,1,164.93,3745257.24,20183.44,1,1,1
1418,5,0,462.05,4771576.6,90232.72,0,2,4
1419,5,1,363.96,3693519.94,7987.91,0,3,2
1420,0,1,75.16,818093.53,85138.4,1,3,3
1421,1,0,243.44,4051757.01,48863.34,0,1,4
1422,3,0,107.89,3041485.11,66413.81,0,2,1
1423,4,1,291.26,2206766.85,66649.65,1,1,3
1424,0,0,423.15,551665.91,16915.95,0,3,2
1425,5,1,441.57,2971145.51,56315.54,1,3,2
1426,3,0,94.13,4403452.22,99195.5,1,3,3
1427,3,1,330.01,2086636.96,36681.2,1,3,3
1428,1,1,113.43,1772385.26,40240.13,1,2,2
1429,0,1,374.18,1061946.99,97909.5,1,3,4
1430,5,0,465.18,985323.73,70032.84,1,3,2
1431,0,1,269.5,4740772.77,13664.54,0,3,3
1432,1,1,473.62,3858119.33,45348.93,1,1,3
1433,0,0,152.51,1247642.45,53210.7,1,3,1
1434,5,1,239.88,1251759.99,60878.89,1,0,2
1435,0,0,66.35,2106495.16,88435.02,0,0,2
1436,4,0,30.65,1855142.07,75151.24,1,1,4
1437,1,0,230.05,4354760.42,23201.06,1,2,3
1438,0,1,292.14,4323919.62,7544.64,0,2,1
1439,4,0,105.96,1150899.01,65124.92,1,1,4
1440,0,0,92.91,66893.08,79286.82,0,2,2
1441,3,0,115.27,1976983.22,13618.5,0,3,1
1442,1,0,472.82,3079979.24,67886.66,1,2,1
1443,0,0,432.68,1857940.75,78061.47,0,0,4
1444,5,0,488.58,1061271.87,20525.97,0,1,3
1445,4,0,401.74,543665.23,5019.24,0,3,1
1446,4,0,69.99,4659764.37,34210.65,1,0,4
1447,0,1,35.47,907592.87,43812.2,1,0,1
1448,5,1,421.28,1861649.91,24918.54,0,1,2
1449,2,0,336.35,593594.03,29578.07,0,1,1
1450,0,1,435.0,2898430.05,60681.86,0,2,3
1451,0,1,363.31,3316539.0,46977.61,1,3,3
1452,0,0,340.46,4182474.81,54029.62,1,0,3
1453,4,0,368.43,2406521.84,45759.82,1,0,2
1454,3,1,467.03,3267771.2,14476.95,1,3,1
1455,4,0,53.05,2355692.17,53631.99,1,1,1
1456,5,1,89.04,1588408.73,94645.8,0,2,3
1457,5,1,207.02,169292.82,33583.2,1,3,1
1458,0,1,473.24,1735667.77,96922.11,0,2,4
1459,4,1,46.28,1491004.43,6515.14,1,0,3
1460,1,1,177.55,636126.7,36903.03,1,3,2
1461,1,1,79.12,4900925.06,17929.4,1,0,2
1462,0,1,386.39,4391384.46,79684.71,1,0,4
1463,3,0,80.48,3016201.0,41554.24,1,3,1
1464,4,1,453.15,4424264.13,36183.88,0,2,4
1465,3,1,119.28,4589271.6,75229.89,1,2,2
1466,0,0,197.67,1525071.19,10853.93,1,1,1
1467,4,0,363.07,4777717.49,81925.73,0,2,1
1468,2,0,179.91,2885075.02,86582.26,1,0,4
1469,0,1,300.73,3833018.94,67888.0,0,2,1
1470,0,0,227.1,2504733.61,72552.71,1,2,4
1471,1,1,43.27,522201.62,80560.85,1,2,1
1472,2,0,132.89,1542991.68,96579.48,0,2,3
1473,5,1,227.68,2836029.27,79780.07,1,2,4
1474,2,0,245.95,4851426.68,10565.99,1,0,3
1475,0,0,265.78,2575315.95,10826.62,1,0,4
1476,3,0,359.84,2490790.51,63404.87,1,0,3
1477,2,0,244.7,3369974.95,89756.68,1,2,1
1478,5,0,349.46,4844948.35,9170.31,0,3,2
1479,4,1,37.33,1274492.26,34156.65,1,1,3
1480,4,0,71.08,1978384.84,47684.79,1,1,2
1481,2,1,263.85,173484.32,87209.58,1,2,1
1482,5,0,406.28,3543269.23,98069.44,1,1,1
1483,1,0,140.74,2447859.41,9422.44,0,1,2
1484,1,1,341.87,2451970.73,94765.04,0,2,2
1485,4,0,301.73,4280978.48,50807.29,1,3,4
1486,5,0,318.85,2762190.7,64323.27,1,1,2
1487,0,1,272.1,4938362.49,65826.07,0,2,4
1488,0,0,433.2,3474391.38,59287.26,0,2,3
1489,3,1,308.07,3431413.76,75346.85,0,2,4
1490,4,1,452.63,465247.44,16908.68,1,2,4
1491,0,1,87.83,245377.23,1640.71,1,3,3
1492,4,0,186.02,3273733.44,73832.58,0,2,1
1493,4,0,497.04,3280622.71,78182.6,0,1,1
1494,2,0,167.37,4296555.07,74969.43,1,3,3
1495,2,0,167.59,3855469.25,89457.55,0,1,2
1496,1,0,491.25,2302081.19,40617.3,0,2,3
1497,0,0,250.7,4699729.26,5393.04,0,0,1
1498,2,0,15.37,168357.98,79293.62,1,3,3
1499,4,0,147.1,2729156.08,87380.21,1,0,4
1500,4,1,21.62,2356390.42,17037.05,1,2,2
1501,3,0,495.55,1569033.32,82726.18,1,1,1
1502,1,1,7.18,367605.53,93442.28,1,2,2
1503,5,0,413.68,4621606.38,62909.51,0,3,2
1504,2,0,21.81,2235439.06,50584.52,0,1,1
1505,5,0,288.16,2687682.39,10849.32,1,1,2
1506,2,1,475.64,1735445.15,8867.34,0,1,3
1507,0,1,78.83,2862328.29,14642.15,0,3,2
1508,4,1,287.26,922961.39,6902.29,1,3,1
1509,5,1,130.69,136612.3,81895.45,0,0,4
1510,3,0,236.53,3906925.97,75332.0,1,1,3
1511,3,1,482.99,2473386.73,85694.72,0,2,4
1512,5,0,260.55,693108.09,12799.87,0,2,3
1513,0,0,135.79,3903911.71,15300.16,0,1,1
1514,2,0,102.55,4180320.49,50314.24,1,3,1
1515,5,0,344.54,431421.74,68231.94,0,1,1
1516,3,0,225.65,578128.0,65708.35,0,1,4
1517,5,0,322.55,2872557.59,82216.74,0,0,1
1518,2,1,338.1,2446892.57,81187.96,0,2,1
1519,1,0,91.7,4855855.64,48773.76,0,1,1
1520,5,0,13.29,273726.1,21204.23,1,3,4
1521,3,0,258.86,4560952.3,6303.26,1,1,4
1522,3,1,130.98,1736882.92,28568.98,1,3,2
1523,0,0,228.66,4602521.47,73594.63,1,0,4
1524,5,1,17.07,3893809.57,9777.24,1,0,4
1525,0,1,179.62,1858107.13,72901.73,0,2,2
1526,2,1,161.26,2948868.54,2660.24,1,1,4
1527,0,0,261.51,2972181.99,3032.03,0,3,1
1528,1,1,27.4,3846688.07,85677.1,1,1,1
1529,2,1,109.69,429364.93,93816.39,0,2,4
1530,1,0,444.76,4828017.07,30812.96,0,2,3
1531,2,0,312.3,3652865.67,77295.65,0,3,4
1532,5,1,361.08,4153469.47,28468.62,0,0,1
