product_id,embedding_vector,material,carbon_score,water_score,waste_score,impact_score,risk_level,explanation
444,[0.         0.00112122 0.15687782 ... 0.         0.         0.01842308],wool,6,5,3,4.666666666666667,Medium,Low environmental impact
445,[0.         0.         0.00458425 ... 0.01821733 0.         0.        ],wool,6,5,3,4.666666666666667,Medium,Low environmental impact
446,[0.24152628 0.         0.02426027 ... 0.03828581 0.11978779 0.03502744],polyester,9,3,8,6.666666666666667,High,"Risk because high carbon footprint, high textile waste"
447,[0.         0.         0.         ... 0.00863678 0.06714275 0.03890324],wool,6,5,3,4.666666666666667,Medium,Low environmental impact
448,[0.         0.00236217 0.14657174 ... 0.         0.         0.        ],wool,6,5,3,4.666666666666667,Medium,Low environmental impact
449,[0.13085084 0.         0.01754943 ... 0.         0.         0.        ],linen,2,3,2,2.3333333333333335,Low,Low environmental impact
450,[0.00017897 0.         0.08283777 ... 0.         0.         0.        ],cotton,7,9,5,7.0,High,Risk because high water consumption
451,[0.01876592 0.         0.00338133 ... 0.         0.         0.03595468],silk,5,5,4,4.666666666666667,Medium,Low environmental impact
452,[0.00029877 0.         0.         ... 0.         0.         0.        ],silk,5,5,4,4.666666666666667,Medium,Low environmental impact
453,[0.04008583 0.         0.20079491 ... 0.44737139 0.01901177 0.03816398],linen,2,3,2,2.3333333333333335,Low,Low environmental impact
454,[0.         0.         0.         ... 0.02155161 0.11632064 0.10087588],wool,6,5,3,4.666666666666667,Medium,Low environmental impact
455,[0.         0.01239588 0.         ... 0.00089944 0.07837672 0.        ],silk,5,5,4,4.666666666666667,Medium,Low environmental impact
456,[0. 0. 0. ... 0. 0. 0.],silk,5,5,4,4.666666666666667,Medium,Low environmental impact
457,[0.08151805 0.         0.         ... 0.00307652 0.23233943 0.04253365],wool,6,5,3,4.666666666666667,Medium,Low environmental impact
458,[0.        0.0502404 0.        ... 0.        0.        0.       ],polyester,9,3,8,6.666666666666667,High,"Risk because high carbon footprint, high textile waste"
459,[0.         0.         0.         ... 0.00121879 0.         0.        ],silk,5,5,4,4.666666666666667,Medium,Low environmental impact
460,[0.01110199 0.         0.15599677 ... 0.         0.25087523 0.        ],polyester,9,3,8,6.666666666666667,High,"Risk because high carbon footprint, high textile waste"
461,[0.         0.         0.20796368 ... 0.         0.         0.        ],wool,6,5,3,4.666666666666667,Medium,Low environmental impact
462,[0.04438506 0.         0.00057098 ... 0.         0.         0.01114294],silk,5,5,4,4.666666666666667,Medium,Low environmental impact
463,[0.         0.00599446 0.20439433 ... 0.         0.00106767 0.        ],silk,5,5,4,4.666666666666667,Medium,Low environmental impact
464,[0.03117472 0.         0.15423289 ... 0.         0.         0.05997568],polyester,9,3,8,6.666666666666667,High,"Risk because high carbon footprint, high textile waste"
465,[0.         0.         0.09340671 ... 0.00875986 0.05391118 0.        ],linen,2,3,2,2.3333333333333335,Low,Low environmental impact
466,[0.01817753 0.         0.         ... 0.         0.         0.05769362],silk,5,5,4,4.666666666666667,Medium,Low environmental impact
467,[0.         0.         0.         ... 0.0048003  0.16660731 0.        ],cotton,7,9,5,7.0,High,Risk because high water consumption
468,[0.         0.         0.04497291 ... 0.         0.         0.        ],cotton,7,9,5,7.0,High,Risk because high water consumption
469,[0.00271732 0.         0.         ... 0.         0.         0.02658892],linen,2,3,2,2.3333333333333335,Low,Low environmental impact
470,[0.04054724 0.03897341 0.03825328 ... 0.         0.         0.05439957],linen,2,3,2,2.3333333333333335,Low,Low environmental impact
471,[0.00616973 0.         0.         ... 0.00856225 0.00814117 0.02576499],linen,2,3,2,2.3333333333333335,Low,Low environmental impact
472,[0.00153931 0.01182894 0.01695848 ... 0.         0.         0.00105014],wool,6,5,3,4.666666666666667,Medium,Low environmental impact
473,[0.         0.00816157 0.         ... 0.         0.0091035  0.        ],polyester,9,3,8,6.666666666666667,High,"Risk because high carbon footprint, high textile waste"
474,[0.         0.         0.00117445 ... 0.         0.         0.        ],linen,2,3,2,2.3333333333333335,Low,Low environmental impact
475,[0.         0.03991343 0.06093178 ... 0.         0.         0.        ],cotton,7,9,5,7.0,High,Risk because high water consumption
476,[0.04291128 0.         0.15006502 ... 0.01570338 0.         0.01432658],silk,5,5,4,4.666666666666667,Medium,Low environmental impact
477,[0.         0.10085579 0.         ... 0.         0.         0.        ],cotton,7,9,5,7.0,High,Risk because high water consumption
478,"[0.00000000e+00 0.00000000e+00 6.03798665e-02 ... 1.69307405e-05
 3.98545638e-02 0.00000000e+00]",polyester,9,3,8,6.666666666666667,High,"Risk because high carbon footprint, high textile waste"
479,[0.06795219 0.         0.11628529 ... 0.02228073 0.06494666 0.00550312],silk,5,5,4,4.666666666666667,Medium,Low environmental impact
480,[0.02592338 0.00529774 0.04507365 ... 0.01797706 0.13357468 0.045556  ],polyester,9,3,8,6.666666666666667,High,"Risk because high carbon footprint, high textile waste"
481,[0.         0.03363855 0.06927613 ... 0.         0.         0.        ],polyester,9,3,8,6.666666666666667,High,"Risk because high carbon footprint, high textile waste"
482,"[1.03056671e-04 0.00000000e+00 0.00000000e+00 ... 1.96377799e-01
 0.00000000e+00 0.00000000e+00]",polyester,9,3,8,6.666666666666667,High,"Risk because high carbon footprint, high textile waste"
483,[0. 0. 0. ... 0. 0. 0.],linen,2,3,2,2.3333333333333335,Low,Low environmental impact
484,[0.28862533 0.         0.339935   ... 0.24407554 0.04258907 0.        ],cotton,7,9,5,7.0,High,Risk because high water consumption
485,[0.03110385 0.         0.56042373 ... 0.00129077 0.         0.01002007],linen,2,3,2,2.3333333333333335,Low,Low environmental impact
486,[0.         0.         0.02009851 ... 0.         0.02562919 0.0466719 ],silk,5,5,4,4.666666666666667,Medium,Low environmental impact
487,[0.05670322 0.         0.03981733 ... 0.         0.         0.01257683],cotton,7,9,5,7.0,High,Risk because high water consumption
488,[0.2427939  0.         0.09717206 ... 0.01145854 0.05114254 0.27525777],cotton,7,9,5,7.0,High,Risk because high water consumption
489,[0.01085828 0.         0.01798813 ... 0.02487018 0.04802126 0.        ],polyester,9,3,8,6.666666666666667,High,"Risk because high carbon footprint, high textile waste"
490,[0.         0.01080479 0.01118655 ... 0.00111575 0.0343341  0.        ],wool,6,5,3,4.666666666666667,Medium,Low environmental impact
491,[0.         0.00677365 0.05445364 ... 0.0163508  0.         0.00848367],linen,2,3,2,2.3333333333333335,Low,Low environmental impact
492,[0.         0.0025418  0.09035338 ... 0.         0.00632416 0.        ],linen,2,3,2,2.3333333333333335,Low,Low environmental impact
493,[0. 0. 0. ... 0. 0. 0.],silk,5,5,4,4.666666666666667,Medium,Low environmental impact
494,[0.0578779  0.         0.12326917 ... 0.26581192 0.12728426 0.        ],linen,2,3,2,2.3333333333333335,Low,Low environmental impact
495,[0.         0.         0.         ... 0.         0.         0.00379296],cotton,7,9,5,7.0,High,Risk because high water consumption
496,[0.         0.00251496 0.         ... 0.         0.         0.03888213],wool,6,5,3,4.666666666666667,Medium,Low environmental impact
497,[0.00354403 0.         0.         ... 0.04767618 0.         0.        ],polyester,9,3,8,6.666666666666667,High,"Risk because high carbon footprint, high textile waste"
498,[0.         0.         0.         ... 0.02794427 0.14450084 0.        ],silk,5,5,4,4.666666666666667,Medium,Low environmental impact
499,[0.02839664 0.         0.         ... 0.03657523 0.         0.08552573],polyester,9,3,8,6.666666666666667,High,"Risk because high carbon footprint, high textile waste"
500,[0.         0.         0.         ... 0.06042056 0.00064042 0.00349905],cotton,7,9,5,7.0,High,Risk because high water consumption
